0.323106,427.745,170.846,-0.00466516
0.3991,427.816,166.346,0.0886287
0.513516,428.774,160.602,0.22855
0.6004,429.866,156.116,0.337124
0.663319,430.915,152.748,0.415397
0.725593,432.048,150.399,0.491802
0.804363,434.229,146.829,0.588011
0.895653,436.461,142.37,0.701814
0.957923,438.685,139.961,0.777486
1.0056,440.847,138.812,0.837747
1.05257,442.075,137.531,0.894827
1.09901,444.254,135.299,0.952356
1.14436,446.516,134.1,1.00647
1.19121,448.754,132.893,1.06482
1.25471,451.053,131.705,1.14326
1.33277,455.514,129.393,1.24031
1.41369,458.991,128.18,1.33922
1.52106,464.699,127.864,1.46986
1.59595,468.199,127.716,1.56321
1.79921,479.373,128.783,1.81611
1.89216,484.041,129.819,1.92869
1.9549,486.488,130.943,2.00606
2.01752,489.777,132.021,2.08368
2.07896,492.185,134.224,2.1591
2.12558,492.185,134.224,2.1591
2.17229,492.185,134.224,2.1591
2.21909,492.185,134.224,2.1591
2.26594,492.185,134.224,2.1591
2.31233,492.185,134.224,2.1591
2.35833,492.185,134.224,2.1591
2.38937,492.185,134.224,2.1591
2.42088,492.185,134.224,2.1591
2.45271,492.185,134.224,2.1591
2.49905,492.185,134.224,2.1591
2.56143,492.185,134.224,2.1591
2.60851,492.185,134.224,2.1591
2.67062,492.185,134.224,2.1591
2.73168,492.185,134.224,2.1591
2.7785,492.185,134.224,2.1591
2.84208,492.185,134.224,2.1591
2.90379,492.185,134.224,2.1591
2.951,492.185,134.224,2.1591
2.99722,492.185,134.224,2.1591
3.05967,492.185,134.224,2.1591
3.12029,492.185,134.224,2.1591
3.16697,492.185,134.224,2.1591
3.22923,492.188,134.189,2.15615
3.29263,492.114,134.185,2.15277
3.35588,492.045,134.182,2.15402
3.4174,492.003,134.179,2.15505
3.48044,492.003,134.183,2.15489
3.54288,491.995,134.18,2.15489
3.60632,491.03,134.173,2.15444
3.6677,490.995,135.183,2.15486
3.73133,491.023,136.177,2.15408
3.79328,490.111,136.178,2.15174
3.83948,490.102,137.175,2.1515
3.90322,489.104,138.17,2.15199
3.94931,489.093,139.17,2.1511
4.01137,488.037,140.185,2.15319
4.07379,487.011,141.167,2.154
4.13698,486.07,143.17,2.15248
4.19918,485.015,144.188,2.15341
4.26206,484.022,146.205,2.15864
4.32363,483.142,148.227,2.15885
4.38515,482.144,149.254,2.16202
4.44849,481.133,151.242,2.16194
4.51146,480.143,152.247,2.16166
4.57422,479.144,154.251,2.16131
4.6365,478.148,155.258,2.16111
4.68358,477.148,156.258,2.16111
4.74655,476.145,158.214,2.15809
4.80835,475.015,159.21,2.15793
4.8545,473.999,160.184,2.15324
4.91656,472.997,162.198,2.14801
4.96323,472.016,163.193,2.14406
5.02531,471.039,164.22,2.1401
5.07219,470.03,165.151,2.13741
5.13597,468.983,167.129,2.13356
5.18239,467.994,168.122,2.13056
5.24514,467.002,169.135,2.12642
5.30776,465.999,171.144,2.11968
5.35455,464.906,172.13,2.1193
5.40226,464.912,173.115,2.11457
5.44777,463.872,174.095,2.11284
5.50941,462.843,175.121,2.11084
5.5721,461.802,177.122,2.10655
5.63445,460.782,178.104,2.10205
5.69771,459.792,180.118,2.10668
5.7605,458.833,182.126,2.11035
5.8069,457.911,183.108,2.11118
5.86821,457.87,184.126,2.11438
5.93021,456.906,186.13,2.1193
5.99126,455.989,188.139,2.12228
6.0538,455.004,189.131,2.12667
6.10179,453.987,190.126,2.13039
6.1631,453.983,192.129,2.13356
6.22655,452.997,194.184,2.13797
6.28911,452.059,195.222,2.14053
6.35053,451.02,197.201,2.14428
6.41337,449.963,198.176,2.14994
6.4758,449.106,200.18,2.15228
6.53793,448.033,201.186,2.15326
6.60047,446.991,203.194,2.15464
6.66337,446.105,204.188,2.15196
6.74027,445.011,206.181,2.15389
6.78781,444.021,207.19,2.15336
6.84933,443.086,209.18,2.1511
6.9127,442.086,210.183,2.15185
6.97487,441.001,212.173,2.15382
7.02176,440.996,213.168,2.15378
7.08494,440.078,215.174,2.15066
7.14725,438.995,216.173,2.15373
7.20956,438.049,218.167,2.1524
7.25599,437.013,219.186,2.15291
7.31805,436.061,220.172,2.15044
7.38019,435.008,222.191,2.15296
7.42675,433.994,223.172,2.1535
7.47407,433.103,224.166,2.14962
7.5217,433.053,225.161,2.15072
7.56782,432.103,226.176,2.14938
7.61492,431.002,227.192,2.15261
7.69148,430.011,229.184,2.1523
7.76972,433.577,231.444,2.24664
7.84709,433.5,231.458,2.24799
7.92499,433.433,231.471,2.24916
8.00211,433.5,231.458,2.24799
8.08068,433.577,231.444,2.24664
8.1594,433.433,231.471,2.24916
8.23643,433.433,231.471,2.24916
8.31364,433.5,231.458,2.24799
8.40809,433.5,231.458,2.24799
8.48675,433.433,231.471,2.24916
8.58032,433.433,231.471,2.24916
8.67296,437.042,234.696,2.36257
8.71939,437.053,234.701,2.36174
8.75077,437.01,234.709,2.36268
8.79733,436.979,234.719,2.36306
8.86099,436.919,234.707,2.36492
8.92276,436.916,234.708,2.36485
8.99929,437.006,234.71,2.36807
9.06144,437.085,234.775,2.37016
9.10761,437.072,234.799,2.37176
9.17035,437.121,234.778,2.37536
9.21659,437.151,235.824,2.3779
9.27847,437.11,235.801,2.38285
9.34239,437.11,235.801,2.38285
9.38907,437.11,235.801,2.38285
9.43566,437.11,235.801,2.38285
9.49769,439.441,238.089,2.45807
9.56073,439.494,238.081,2.45695
9.62343,439.441,238.089,2.45807
9.67186,439.441,238.089,2.45807
9.73386,439.441,238.089,2.45807
9.7954,439.441,238.089,2.45807
9.85723,439.441,238.089,2.45807
9.90349,441.745,239.238,2.51637
9.96619,441.725,239.236,2.51648
10.0133,441.725,239.236,2.51648
10.0603,441.677,239.231,2.51728
10.1068,441.677,239.231,2.51728
10.1693,441.725,239.236,2.51648
10.2148,441.725,239.236,2.51648
10.2771,442.959,242.6,2.59737
10.3393,442.974,242.57,2.60066
10.3847,442.971,242.565,2.60368
10.4319,442.971,242.577,2.60586
